Skateboard Sprite Map Metadata
==============================

Grid size: 118x118
Sprite dimensions: 64x64 pixels
Total sprites: 13824
Rotation increment: 15 degrees

Sprite positions (x_y_z -> row,column):
90.0_225.0_255.0 -> 32,57
90.0_225.0_270.0 -> 32,58
90.0_225.0_285.0 -> 32,59
90.0_225.0_300.0 -> 32,60
90.0_225.0_315.0 -> 32,61
90.0_225.0_330.0 -> 32,62
90.0_225.0_345.0 -> 32,63
90.0_240.0_0.0 -> 32,64
90.0_240.0_15.0 -> 32,65
90.0_240.0_30.0 -> 32,66
90.0_240.0_45.0 -> 32,67
90.0_240.0_60.0 -> 32,68
90.0_240.0_75.0 -> 32,69
90.0_240.0_90.0 -> 32,70
90.0_240.0_105.0 -> 32,71
90.0_240.0_120.0 -> 32,72
90.0_240.0_135.0 -> 32,73
90.0_240.0_150.0 -> 32,74
90.0_240.0_165.0 -> 32,75
90.0_240.0_180.0 -> 32,76
90.0_240.0_195.0 -> 32,77
90.0_240.0_210.0 -> 32,78
90.0_240.0_225.0 -> 32,79
90.0_240.0_240.0 -> 32,80
90.0_240.0_255.0 -> 32,81
90.0_240.0_270.0 -> 32,82
90.0_240.0_285.0 -> 32,83
90.0_240.0_300.0 -> 32,84
90.0_240.0_315.0 -> 32,85
90.0_240.0_330.0 -> 32,86
90.0_240.0_345.0 -> 32,87
90.0_255.0_0.0 -> 32,88
90.0_255.0_15.0 -> 32,89
90.0_255.0_30.0 -> 32,90
90.0_255.0_45.0 -> 32,91
90.0_255.0_60.0 -> 32,92
90.0_255.0_75.0 -> 32,93
90.0_255.0_90.0 -> 32,94
90.0_255.0_105.0 -> 32,95
90.0_255.0_120.0 -> 32,96
90.0_255.0_135.0 -> 32,97
90.0_255.0_150.0 -> 32,98
90.0_255.0_165.0 -> 32,99
90.0_255.0_180.0 -> 32,100
90.0_255.0_195.0 -> 32,101
90.0_255.0_210.0 -> 32,102
90.0_255.0_225.0 -> 32,103
90.0_255.0_240.0 -> 32,104
90.0_255.0_255.0 -> 32,105
90.0_255.0_270.0 -> 32,106
90.0_255.0_285.0 -> 32,107
90.0_255.0_300.0 -> 32,108
90.0_255.0_315.0 -> 32,109
90.0_255.0_330.0 -> 32,110
90.0_255.0_345.0 -> 32,111
90.0_270.0_0.0 -> 32,112
90.0_270.0_15.0 -> 32,113
90.0_270.0_30.0 -> 32,114
90.0_270.0_45.0 -> 32,115
90.0_270.0_60.0 -> 32,116
90.0_270.0_75.0 -> 32,117
90.0_270.0_90.0 -> 33,0
90.0_270.0_105.0 -> 33,1
90.0_270.0_120.0 -> 33,2
90.0_270.0_135.0 -> 33,3
90.0_270.0_150.0 -> 33,4
90.0_270.0_165.0 -> 33,5
90.0_270.0_180.0 -> 33,6
90.0_270.0_195.0 -> 33,7
90.0_270.0_210.0 -> 33,8
90.0_270.0_225.0 -> 33,9
90.0_270.0_240.0 -> 33,10
90.0_270.0_255.0 -> 33,11
90.0_270.0_270.0 -> 33,12
90.0_270.0_285.0 -> 33,13
90.0_270.0_300.0 -> 33,14
90.0_270.0_315.0 -> 33,15
90.0_270.0_330.0 -> 33,16
90.0_270.0_345.0 -> 33,17
90.0_285.0_0.0 -> 33,18
90.0_285.0_15.0 -> 33,19
90.0_285.0_30.0 -> 33,20
90.0_285.0_45.0 -> 33,21
90.0_285.0_60.0 -> 33,22
90.0_285.0_75.0 -> 33,23
90.0_285.0_90.0 -> 33,24
90.0_285.0_105.0 -> 33,25
90.0_285.0_120.0 -> 33,26
90.0_285.0_135.0 -> 33,27
90.0_285.0_150.0 -> 33,28
90.0_285.0_165.0 -> 33,29
90.0_285.0_180.0 -> 33,30
90.0_285.0_195.0 -> 33,31
90.0_285.0_210.0 -> 33,32
90.0_285.0_225.0 -> 33,33
90.0_285.0_240.0 -> 33,34
90.0_285.0_255.0 -> 33,35
90.0_285.0_270.0 -> 33,36
90.0_285.0_285.0 -> 33,37
90.0_285.0_300.0 -> 33,38
90.0_285.0_315.0 -> 33,39
90.0_285.0_330.0 -> 33,40
90.0_285.0_345.0 -> 33,41
90.0_300.0_0.0 -> 33,42
90.0_300.0_15.0 -> 33,43
90.0_300.0_30.0 -> 33,44
90.0_300.0_45.0 -> 33,45
90.0_300.0_60.0 -> 33,46
90.0_300.0_75.0 -> 33,47
90.0_300.0_90.0 -> 33,48
90.0_300.0_105.0 -> 33,49
90.0_300.0_120.0 -> 33,50
90.0_300.0_135.0 -> 33,51
90.0_300.0_150.0 -> 33,52
90.0_300.0_165.0 -> 33,53
90.0_300.0_180.0 -> 33,54
90.0_300.0_195.0 -> 33,55
90.0_300.0_210.0 -> 33,56
90.0_300.0_225.0 -> 33,57
90.0_300.0_240.0 -> 33,58
90.0_300.0_255.0 -> 33,59
90.0_300.0_270.0 -> 33,60
90.0_300.0_285.0 -> 33,61
90.0_300.0_300.0 -> 33,62
90.0_300.0_315.0 -> 33,63
90.0_300.0_330.0 -> 33,64
90.0_300.0_345.0 -> 33,65
90.0_315.0_0.0 -> 33,66
90.0_315.0_15.0 -> 33,67
90.0_315.0_30.0 -> 33,68
90.0_315.0_45.0 -> 33,69
90.0_315.0_60.0 -> 33,70
90.0_315.0_75.0 -> 33,71
90.0_315.0_90.0 -> 33,72
90.0_315.0_105.0 -> 33,73
90.0_315.0_120.0 -> 33,74
90.0_315.0_135.0 -> 33,75
90.0_315.0_150.0 -> 33,76
90.0_315.0_165.0 -> 33,77
90.0_315.0_180.0 -> 33,78
90.0_315.0_195.0 -> 33,79
90.0_315.0_210.0 -> 33,80
90.0_315.0_225.0 -> 33,81
90.0_315.0_240.0 -> 33,82
90.0_315.0_255.0 -> 33,83
90.0_315.0_270.0 -> 33,84
90.0_315.0_285.0 -> 33,85
90.0_315.0_300.0 -> 33,86
90.0_315.0_315.0 -> 33,87
90.0_315.0_330.0 -> 33,88
90.0_315.0_345.0 -> 33,89
90.0_330.0_0.0 -> 33,90
90.0_330.0_15.0 -> 33,91
90.0_330.0_30.0 -> 33,92
90.0_330.0_45.0 -> 33,93
90.0_330.0_60.0 -> 33,94
90.0_330.0_75.0 -> 33,95
90.0_330.0_90.0 -> 33,96
90.0_330.0_105.0 -> 33,97
90.0_330.0_120.0 -> 33,98
90.0_330.0_135.0 -> 33,99
90.0_330.0_150.0 -> 33,100
90.0_330.0_165.0 -> 33,101
90.0_330.0_180.0 -> 33,102
90.0_330.0_195.0 -> 33,103
90.0_330.0_210.0 -> 33,104
90.0_330.0_225.0 -> 33,105
90.0_330.0_240.0 -> 33,106
90.0_330.0_255.0 -> 33,107
90.0_330.0_270.0 -> 33,108
90.0_330.0_285.0 -> 33,109
90.0_330.0_300.0 -> 33,110
90.0_330.0_315.0 -> 33,111
90.0_330.0_330.0 -> 33,112
90.0_330.0_345.0 -> 33,113
90.0_345.0_0.0 -> 33,114
90.0_345.0_15.0 -> 33,115
90.0_345.0_30.0 -> 33,116
90.0_345.0_45.0 -> 33,117
90.0_345.0_60.0 -> 34,0
90.0_345.0_75.0 -> 34,1
90.0_345.0_90.0 -> 34,2
90.0_345.0_105.0 -> 34,3
90.0_345.0_120.0 -> 34,4
90.0_345.0_135.0 -> 34,5
90.0_345.0_150.0 -> 34,6
90.0_345.0_165.0 -> 34,7
90.0_345.0_180.0 -> 34,8
90.0_345.0_195.0 -> 34,9
90.0_345.0_210.0 -> 34,10
90.0_345.0_225.0 -> 34,11
90.0_345.0_240.0 -> 34,12
90.0_345.0_255.0 -> 34,13
90.0_345.0_270.0 -> 34,14
90.0_345.0_285.0 -> 34,15
90.0_345.0_300.0 -> 34,16
90.0_345.0_315.0 -> 34,17
90.0_345.0_330.0 -> 34,18
90.0_345.0_345.0 -> 34,19
105.0_0.0_0.0 -> 34,20
105.0_0.0_15.0 -> 34,21
105.0_0.0_30.0 -> 34,22
105.0_0.0_45.0 -> 34,23
105.0_0.0_60.0 -> 34,24
105.0_0.0_75.0 -> 34,25
105.0_0.0_90.0 -> 34,26
105.0_0.0_105.0 -> 34,27
105.0_0.0_120.0 -> 34,28
105.0_0.0_135.0 -> 34,29
105.0_0.0_150.0 -> 34,30
105.0_0.0_165.0 -> 34,31
105.0_0.0_180.0 -> 34,32
105.0_0.0_195.0 -> 34,33
105.0_0.0_210.0 -> 34,34
105.0_0.0_225.0 -> 34,35
105.0_0.0_240.0 -> 34,36
105.0_0.0_255.0 -> 34,37
105.0_0.0_270.0 -> 34,38
105.0_0.0_285.0 -> 34,39
105.0_0.0_300.0 -> 34,40
105.0_0.0_315.0 -> 34,41
105.0_0.0_330.0 -> 34,42
105.0_0.0_345.0 -> 34,43
105.0_15.0_0.0 -> 34,44
105.0_15.0_15.0 -> 34,45
105.0_15.0_30.0 -> 34,46
105.0_15.0_45.0 -> 34,47
105.0_15.0_60.0 -> 34,48
105.0_15.0_75.0 -> 34,49
105.0_15.0_90.0 -> 34,50
105.0_15.0_105.0 -> 34,51
105.0_15.0_120.0 -> 34,52
105.0_15.0_135.0 -> 34,53
105.0_15.0_150.0 -> 34,54
105.0_15.0_165.0 -> 34,55
105.0_15.0_180.0 -> 34,56
105.0_15.0_195.0 -> 34,57
105.0_15.0_210.0 -> 34,58
105.0_15.0_225.0 -> 34,59
105.0_15.0_240.0 -> 34,60
105.0_15.0_255.0 -> 34,61
105.0_15.0_270.0 -> 34,62
105.0_15.0_285.0 -> 34,63
105.0_15.0_300.0 -> 34,64
105.0_15.0_315.0 -> 34,65
105.0_15.0_330.0 -> 34,66
105.0_15.0_345.0 -> 34,67
105.0_30.0_0.0 -> 34,68
105.0_30.0_15.0 -> 34,69
105.0_30.0_30.0 -> 34,70
105.0_30.0_45.0 -> 34,71
105.0_30.0_60.0 -> 34,72
105.0_30.0_75.0 -> 34,73
105.0_30.0_90.0 -> 34,74
105.0_30.0_105.0 -> 34,75
105.0_30.0_120.0 -> 34,76
105.0_30.0_135.0 -> 34,77
105.0_30.0_150.0 -> 34,78
105.0_30.0_165.0 -> 34,79
105.0_30.0_180.0 -> 34,80
105.0_30.0_195.0 -> 34,81
105.0_30.0_210.0 -> 34,82
105.0_30.0_225.0 -> 34,83
105.0_30.0_240.0 -> 34,84
105.0_30.0_255.0 -> 34,85
105.0_30.0_270.0 -> 34,86
105.0_30.0_285.0 -> 34,87
105.0_30.0_300.0 -> 34,88
105.0_30.0_315.0 -> 34,89
105.0_30.0_330.0 -> 34,90
105.0_30.0_345.0 -> 34,91
105.0_45.0_0.0 -> 34,92
105.0_45.0_15.0 -> 34,93
105.0_45.0_30.0 -> 34,94
105.0_45.0_45.0 -> 34,95
105.0_45.0_60.0 -> 34,96
105.0_45.0_75.0 -> 34,97
105.0_45.0_90.0 -> 34,98
105.0_45.0_105.0 -> 34,99
105.0_45.0_120.0 -> 34,100
105.0_45.0_135.0 -> 34,101
105.0_45.0_150.0 -> 34,102
105.0_45.0_165.0 -> 34,103
105.0_45.0_180.0 -> 34,104
105.0_45.0_195.0 -> 34,105
105.0_45.0_210.0 -> 34,106
105.0_45.0_225.0 -> 34,107
105.0_45.0_240.0 -> 34,108
105.0_45.0_255.0 -> 34,109
105.0_45.0_270.0 -> 34,110
105.0_45.0_285.0 -> 34,111
105.0_45.0_300.0 -> 34,112
105.0_45.0_315.0 -> 34,113
105.0_45.0_330.0 -> 34,114
105.0_45.0_345.0 -> 34,115
105.0_60.0_0.0 -> 34,116
105.0_60.0_15.0 -> 34,117
105.0_60.0_30.0 -> 35,0
105.0_60.0_45.0 -> 35,1
105.0_60.0_60.0 -> 35,2
105.0_60.0_75.0 -> 35,3
105.0_60.0_90.0 -> 35,4
105.0_60.0_105.0 -> 35,5
105.0_60.0_120.0 -> 35,6
105.0_60.0_135.0 -> 35,7
105.0_60.0_150.0 -> 35,8
105.0_60.0_165.0 -> 35,9
105.0_60.0_180.0 -> 35,10
105.0_60.0_195.0 -> 35,11
105.0_60.0_210.0 -> 35,12
105.0_60.0_225.0 -> 35,13
105.0_60.0_240.0 -> 35,14
105.0_60.0_255.0 -> 35,15
105.0_60.0_270.0 -> 35,16
105.0_60.0_285.0 -> 35,17
105.0_60.0_300.0 -> 35,18
105.0_60.0_315.0 -> 35,19
105.0_60.0_330.0 -> 35,20
105.0_60.0_345.0 -> 35,21
105.0_75.0_0.0 -> 35,22
105.0_75.0_15.0 -> 35,23
105.0_75.0_30.0 -> 35,24
105.0_75.0_45.0 -> 35,25
105.0_75.0_60.0 -> 35,26
105.0_75.0_75.0 -> 35,27
105.0_75.0_90.0 -> 35,28
105.0_75.0_105.0 -> 35,29
105.0_75.0_120.0 -> 35,30
105.0_75.0_135.0 -> 35,31
105.0_75.0_150.0 -> 35,32
105.0_75.0_165.0 -> 35,33
105.0_75.0_180.0 -> 35,34
105.0_75.0_195.0 -> 35,35
105.0_75.0_210.0 -> 35,36
105.0_75.0_225.0 -> 35,37
105.0_75.0_240.0 -> 35,38
105.0_75.0_255.0 -> 35,39
105.0_75.0_270.0 -> 35,40
105.0_75.0_285.0 -> 35,41
105.0_75.0_300.0 -> 35,42
105.0_75.0_315.0 -> 35,43
105.0_75.0_330.0 -> 35,44
105.0_75.0_345.0 -> 35,45
105.0_90.0_0.0 -> 35,46
105.0_90.0_15.0 -> 35,47
105.0_90.0_30.0 -> 35,48
105.0_90.0_45.0 -> 35,49
105.0_90.0_60.0 -> 35,50
105.0_90.0_75.0 -> 35,51
105.0_90.0_90.0 -> 35,52
105.0_90.0_105.0 -> 35,53
105.0_90.0_120.0 -> 35,54
105.0_90.0_135.0 -> 35,55
105.0_90.0_150.0 -> 35,56
105.0_90.0_165.0 -> 35,57
105.0_90.0_180.0 -> 35,58
105.0_90.0_195.0 -> 35,59
105.0_90.0_210.0 -> 35,60
105.0_90.0_225.0 -> 35,61
105.0_90.0_240.0 -> 35,62
105.0_90.0_255.0 -> 35,63
105.0_90.0_270.0 -> 35,64
105.0_90.0_285.0 -> 35,65
105.0_90.0_300.0 -> 35,66
105.0_90.0_315.0 -> 35,67
105.0_90.0_330.0 -> 35,68
105.0_90.0_345.0 -> 35,69
105.0_105.0_0.0 -> 35,70
105.0_105.0_15.0 -> 35,71
105.0_105.0_30.0 -> 35,72
105.0_105.0_45.0 -> 35,73
105.0_105.0_60.0 -> 35,74
105.0_105.0_75.0 -> 35,75
105.0_105.0_90.0 -> 35,76
105.0_105.0_105.0 -> 35,77
105.0_105.0_120.0 -> 35,78
105.0_105.0_135.0 -> 35,79
105.0_105.0_150.0 -> 35,80
105.0_105.0_165.0 -> 35,81
105.0_105.0_180.0 -> 35,82
105.0_105.0_195.0 -> 35,83
105.0_105.0_210.0 -> 35,84
105.0_105.0_225.0 -> 35,85
105.0_105.0_240.0 -> 35,86
105.0_105.0_255.0 -> 35,87
105.0_105.0_270.0 -> 35,88
105.0_105.0_285.0 -> 35,89
105.0_105.0_300.0 -> 35,90
105.0_105.0_315.0 -> 35,91
105.0_105.0_330.0 -> 35,92
105.0_105.0_345.0 -> 35,93
105.0_120.0_0.0 -> 35,94
105.0_120.0_15.0 -> 35,95
105.0_120.0_30.0 -> 35,96
105.0_120.0_45.0 -> 35,97
105.0_120.0_60.0 -> 35,98
105.0_120.0_75.0 -> 35,99
105.0_120.0_90.0 -> 35,100
105.0_120.0_105.0 -> 35,101
105.0_120.0_120.0 -> 35,102
105.0_120.0_135.0 -> 35,103
105.0_120.0_150.0 -> 35,104
105.0_120.0_165.0 -> 35,105
105.0_120.0_180.0 -> 35,106
105.0_120.0_195.0 -> 35,107
105.0_120.0_210.0 -> 35,108
105.0_120.0_225.0 -> 35,109
105.0_120.0_240.0 -> 35,110
105.0_120.0_255.0 -> 35,111
105.0_120.0_270.0 -> 35,112
105.0_120.0_285.0 -> 35,113
105.0_120.0_300.0 -> 35,114
105.0_120.0_315.0 -> 35,115
105.0_120.0_330.0 -> 35,116
105.0_120.0_345.0 -> 35,117
105.0_135.0_0.0 -> 36,0
105.0_135.0_15.0 -> 36,1
105.0_135.0_30.0 -> 36,2
105.0_135.0_45.0 -> 36,3
105.0_135.0_60.0 -> 36,4
105.0_135.0_75.0 -> 36,5
105.0_135.0_90.0 -> 36,6
105.0_135.0_105.0 -> 36,7
105.0_135.0_120.0 -> 36,8
105.0_135.0_135.0 -> 36,9
105.0_135.0_150.0 -> 36,10
105.0_135.0_165.0 -> 36,11
105.0_135.0_180.0 -> 36,12
105.0_135.0_195.0 -> 36,13
105.0_135.0_210.0 -> 36,14
105.0_135.0_225.0 -> 36,15
105.0_135.0_240.0 -> 36,16
105.0_135.0_255.0 -> 36,17
105.0_135.0_270.0 -> 36,18
105.0_135.0_285.0 -> 36,19
105.0_135.0_300.0 -> 36,20
105.0_135.0_315.0 -> 36,21
105.0_135.0_330.0 -> 36,22
105.0_135.0_345.0 -> 36,23
105.0_150.0_0.0 -> 36,24
105.0_150.0_15.0 -> 36,25
105.0_150.0_30.0 -> 36,26
105.0_150.0_45.0 -> 36,27
105.0_150.0_60.0 -> 36,28
105.0_150.0_75.0 -> 36,29
105.0_150.0_90.0 -> 36,30
105.0_150.0_105.0 -> 36,31
105.0_150.0_120.0 -> 36,32
105.0_150.0_135.0 -> 36,33
105.0_150.0_150.0 -> 36,34
105.0_150.0_165.0 -> 36,35
105.0_150.0_180.0 -> 36,36
105.0_150.0_195.0 -> 36,37
105.0_150.0_210.0 -> 36,38
105.0_150.0_225.0 -> 36,39
105.0_150.0_240.0 -> 36,40
105.0_150.0_255.0 -> 36,41
105.0_150.0_270.0 -> 36,42
105.0_150.0_285.0 -> 36,43
105.0_150.0_300.0 -> 36,44
105.0_150.0_315.0 -> 36,45
105.0_150.0_330.0 -> 36,46
105.0_150.0_345.0 -> 36,47
105.0_165.0_0.0 -> 36,48
105.0_165.0_15.0 -> 36,49
105.0_165.0_30.0 -> 36,50
105.0_165.0_45.0 -> 36,51
105.0_165.0_60.0 -> 36,52
105.0_165.0_75.0 -> 36,53
105.0_165.0_90.0 -> 36,54
105.0_165.0_105.0 -> 36,55
105.0_165.0_120.0 -> 36,56
105.0_165.0_135.0 -> 36,57
105.0_165.0_150.0 -> 36,58
105.0_165.0_165.0 -> 36,59
105.0_165.0_180.0 -> 36,60
105.0_165.0_195.0 -> 36,61
105.0_165.0_210.0 -> 36,62
105.0_165.0_225.0 -> 36,63
105.0_165.0_240.0 -> 36,64
105.0_165.0_255.0 -> 36,65
105.0_165.0_270.0 -> 36,66
105.0_165.0_285.0 -> 36,67
105.0_165.0_300.0 -> 36,68
105.0_165.0_315.0 -> 36,69
105.0_165.0_330.0 -> 36,70
105.0_165.0_345.0 -> 36,71
105.0_180.0_0.0 -> 36,72
105.0_180.0_15.0 -> 36,73
105.0_180.0_30.0 -> 36,74
105.0_180.0_45.0 -> 36,75
105.0_180.0_60.0 -> 36,76
105.0_180.0_75.0 -> 36,77
105.0_180.0_90.0 -> 36,78
105.0_180.0_105.0 -> 36,79
105.0_180.0_120.0 -> 36,80
105.0_180.0_135.0 -> 36,81
105.0_180.0_150.0 -> 36,82
105.0_180.0_165.0 -> 36,83
105.0_180.0_180.0 -> 36,84
105.0_180.0_195.0 -> 36,85
105.0_180.0_210.0 -> 36,86
105.0_180.0_225.0 -> 36,87
105.0_180.0_240.0 -> 36,88
105.0_180.0_255.0 -> 36,89
105.0_180.0_270.0 -> 36,90
105.0_180.0_285.0 -> 36,91
105.0_180.0_300.0 -> 36,92
105.0_180.0_315.0 -> 36,93
105.0_180.0_330.0 -> 36,94
105.0_180.0_345.0 -> 36,95
105.0_195.0_0.0 -> 36,96
105.0_195.0_15.0 -> 36,97
105.0_195.0_30.0 -> 36,98
105.0_195.0_45.0 -> 36,99
105.0_195.0_60.0 -> 36,100
105.0_195.0_75.0 -> 36,101
105.0_195.0_90.0 -> 36,102
105.0_195.0_105.0 -> 36,103
105.0_195.0_120.0 -> 36,104
105.0_195.0_135.0 -> 36,105
105.0_195.0_150.0 -> 36,106
105.0_195.0_165.0 -> 36,107
105.0_195.0_180.0 -> 36,108
105.0_195.0_195.0 -> 36,109
105.0_195.0_210.0 -> 36,110
105.0_195.0_225.0 -> 36,111
105.0_195.0_240.0 -> 36,112
105.0_195.0_255.0 -> 36,113
105.0_195.0_270.0 -> 36,114
105.0_195.0_285.0 -> 36,115
105.0_195.0_300.0 -> 36,116
105.0_195.0_315.0 -> 36,117
105.0_195.0_330.0 -> 37,0
105.0_195.0_345.0 -> 37,1
105.0_210.0_0.0 -> 37,2
105.0_210.0_15.0 -> 37,3
105.0_210.0_30.0 -> 37,4
105.0_210.0_45.0 -> 37,5
105.0_210.0_60.0 -> 37,6
105.0_210.0_75.0 -> 37,7
105.0_210.0_90.0 -> 37,8
105.0_210.0_105.0 -> 37,9
105.0_210.0_120.0 -> 37,10
105.0_210.0_135.0 -> 37,11
105.0_210.0_150.0 -> 37,12
105.0_210.0_165.0 -> 37,13
105.0_210.0_180.0 -> 37,14
105.0_210.0_195.0 -> 37,15
105.0_210.0_210.0 -> 37,16
105.0_210.0_225.0 -> 37,17
105.0_210.0_240.0 -> 37,18
105.0_210.0_255.0 -> 37,19
105.0_210.0_270.0 -> 37,20
105.0_210.0_285.0 -> 37,21
105.0_210.0_300.0 -> 37,22
105.0_210.0_315.0 -> 37,23
105.0_210.0_330.0 -> 37,24
105.0_210.0_345.0 -> 37,25
105.0_225.0_0.0 -> 37,26
105.0_225.0_15.0 -> 37,27
105.0_225.0_30.0 -> 37,28
105.0_225.0_45.0 -> 37,29
105.0_225.0_60.0 -> 37,30
105.0_225.0_75.0 -> 37,31
105.0_225.0_90.0 -> 37,32
105.0_225.0_105.0 -> 37,33
105.0_225.0_120.0 -> 37,34
105.0_225.0_135.0 -> 37,35
105.0_225.0_150.0 -> 37,36
105.0_225.0_165.0 -> 37,37
105.0_225.0_180.0 -> 37,38
105.0_225.0_195.0 -> 37,39
105.0_225.0_210.0 -> 37,40
105.0_225.0_225.0 -> 37,41
105.0_225.0_240.0 -> 37,42
105.0_225.0_255.0 -> 37,43
105.0_225.0_270.0 -> 37,44
105.0_225.0_285.0 -> 37,45
105.0_225.0_300.0 -> 37,46
105.0_225.0_315.0 -> 37,47
105.0_225.0_330.0 -> 37,48
105.0_225.0_345.0 -> 37,49
105.0_240.0_0.0 -> 37,50
105.0_240.0_15.0 -> 37,51
105.0_240.0_30.0 -> 37,52
105.0_240.0_45.0 -> 37,53
105.0_240.0_60.0 -> 37,54
105.0_240.0_75.0 -> 37,55
105.0_240.0_90.0 -> 37,56
105.0_240.0_105.0 -> 37,57
105.0_240.0_120.0 -> 37,58
105.0_240.0_135.0 -> 37,59
105.0_240.0_150.0 -> 37,60
105.0_240.0_165.0 -> 37,61
105.0_240.0_180.0 -> 37,62
105.0_240.0_195.0 -> 37,63
105.0_240.0_210.0 -> 37,64
105.0_240.0_225.0 -> 37,65
105.0_240.0_240.0 -> 37,66
105.0_240.0_255.0 -> 37,67
105.0_240.0_270.0 -> 37,68
105.0_240.0_285.0 -> 37,69
105.0_240.0_300.0 -> 37,70
105.0_240.0_315.0 -> 37,71
105.0_240.0_330.0 -> 37,72
105.0_240.0_345.0 -> 37,73
105.0_255.0_0.0 -> 37,74
105.0_255.0_15.0 -> 37,75
105.0_255.0_30.0 -> 37,76
105.0_255.0_45.0 -> 37,77
105.0_255.0_60.0 -> 37,78
105.0_255.0_75.0 -> 37,79
105.0_255.0_90.0 -> 37,80
105.0_255.0_105.0 -> 37,81
105.0_255.0_120.0 -> 37,82
105.0_255.0_135.0 -> 37,83
105.0_255.0_150.0 -> 37,84
105.0_255.0_165.0 -> 37,85
105.0_255.0_180.0 -> 37,86
105.0_255.0_195.0 -> 37,87
105.0_255.0_210.0 -> 37,88
105.0_255.0_225.0 -> 37,89
105.0_255.0_240.0 -> 37,90
105.0_255.0_255.0 -> 37,91
105.0_255.0_270.0 -> 37,92
105.0_255.0_285.0 -> 37,93
105.0_255.0_300.0 -> 37,94
105.0_255.0_315.0 -> 37,95
105.0_255.0_330.0 -> 37,96
105.0_255.0_345.0 -> 37,97
105.0_270.0_0.0 -> 37,98
105.0_270.0_15.0 -> 37,99
105.0_270.0_30.0 -> 37,100
105.0_270.0_45.0 -> 37,101
105.0_270.0_60.0 -> 37,102
105.0_270.0_75.0 -> 37,103
105.0_270.0_90.0 -> 37,104
105.0_270.0_105.0 -> 37,105
105.0_270.0_120.0 -> 37,106
105.0_270.0_135.0 -> 37,107
105.0_270.0_150.0 -> 37,108
105.0_270.0_165.0 -> 37,109
105.0_270.0_180.0 -> 37,110
105.0_270.0_195.0 -> 37,111
105.0_270.0_210.0 -> 37,112
105.0_270.0_225.0 -> 37,113
105.0_270.0_240.0 -> 37,114
105.0_270.0_255.0 -> 37,115
105.0_270.0_270.0 -> 37,116
105.0_270.0_285.0 -> 37,117
105.0_270.0_300.0 -> 38,0
105.0_270.0_315.0 -> 38,1
105.0_270.0_330.0 -> 38,2
105.0_270.0_345.0 -> 38,3
105.0_285.0_0.0 -> 38,4
105.0_285.0_15.0 -> 38,5
105.0_285.0_30.0 -> 38,6
105.0_285.0_45.0 -> 38,7
105.0_285.0_60.0 -> 38,8
105.0_285.0_75.0 -> 38,9
105.0_285.0_90.0 -> 38,10
105.0_285.0_105.0 -> 38,11
105.0_285.0_120.0 -> 38,12
105.0_285.0_135.0 -> 38,13
105.0_285.0_150.0 -> 38,14
105.0_285.0_165.0 -> 38,15
105.0_285.0_180.0 -> 38,16
105.0_285.0_195.0 -> 38,17
105.0_285.0_210.0 -> 38,18
105.0_285.0_225.0 -> 38,19
105.0_285.0_240.0 -> 38,20
105.0_285.0_255.0 -> 38,21
105.0_285.0_270.0 -> 38,22
105.0_285.0_285.0 -> 38,23
105.0_285.0_300.0 -> 38,24
105.0_285.0_315.0 -> 38,25
105.0_285.0_330.0 -> 38,26
105.0_285.0_345.0 -> 38,27
105.0_300.0_0.0 -> 38,28
105.0_300.0_15.0 -> 38,29
105.0_300.0_30.0 -> 38,30
105.0_300.0_45.0 -> 38,31
105.0_300.0_60.0 -> 38,32
105.0_300.0_75.0 -> 38,33
105.0_300.0_90.0 -> 38,34
105.0_300.0_105.0 -> 38,35
105.0_300.0_120.0 -> 38,36
105.0_300.0_135.0 -> 38,37
105.0_300.0_150.0 -> 38,38
105.0_300.0_165.0 -> 38,39
105.0_300.0_180.0 -> 38,40
105.0_300.0_195.0 -> 38,41
105.0_300.0_210.0 -> 38,42
105.0_300.0_225.0 -> 38,43
105.0_300.0_240.0 -> 38,44
105.0_300.0_255.0 -> 38,45
105.0_300.0_270.0 -> 38,46
105.0_300.0_285.0 -> 38,47
105.0_300.0_300.0 -> 38,48
105.0_300.0_315.0 -> 38,49
105.0_300.0_330.0 -> 38,50
105.0_300.0_345.0 -> 38,51
105.0_315.0_0.0 -> 38,52
105.0_315.0_15.0 -> 38,53
105.0_315.0_30.0 -> 38,54
105.0_315.0_45.0 -> 38,55
105.0_315.0_60.0 -> 38,56
105.0_315.0_75.0 -> 38,57
105.0_315.0_90.0 -> 38,58
105.0_315.0_105.0 -> 38,59
105.0_315.0_120.0 -> 38,60
105.0_315.0_135.0 -> 38,61
105.0_315.0_150.0 -> 38,62
105.0_315.0_165.0 -> 38,63
105.0_315.0_180.0 -> 38,64
105.0_315.0_195.0 -> 38,65
105.0_315.0_210.0 -> 38,66
105.0_315.0_225.0 -> 38,67
105.0_315.0_240.0 -> 38,68
105.0_315.0_255.0 -> 38,69
105.0_315.0_270.0 -> 38,70
105.0_315.0_285.0 -> 38,71
105.0_315.0_300.0 -> 38,72
105.0_315.0_315.0 -> 38,73
105.0_315.0_330.0 -> 38,74
105.0_315.0_345.0 -> 38,75
105.0_330.0_0.0 -> 38,76
105.0_330.0_15.0 -> 38,77
105.0_330.0_30.0 -> 38,78
105.0_330.0_45.0 -> 38,79
105.0_330.0_60.0 -> 38,80
